NB LIGNES INITIAL:,200
deduplication,12
V-length100:,0
V-length50:,0
V-Alpha-2:,0
NB LIGNES AVERTISSEMENT TOTAL:,0
V-DateOfBirth-1:,5
V-Today-1:,0
V-FormatDate-1:,0
V-NotNull-1:,0
NB LIGNES REJETEES TOTAL:,5
